Bat ID,Bat Species,Date Captured,Site ID,Reproductive Condition,Age,Sex,Forearm Length,Wing Score,Mass (prior resp),Before Fat,Before Lean,Before Free Water,Before Total Water,After Fat,After Lean,After Free Water,After Total Water,Comments
MYVE197,Myotis velifer,3/11/2017,SLL,Non-reproducing,Adult,Female,45.4,3,13.2,1.77,6.45,0.03,5.41,,,,,mean = 14.59; stdev = 0.028
MYVE198,Myotis velifer,3/11/2017,SLL,Non-reproducing,Adult,Female,44.9,1,15.5,2.94,6.02,0.06,4.98,,,,,mean = 14.59; stdev = 0.028
MYVE199,Myotis velifer,3/11/2017,SLL,Non-reproducing,Adult,Female,46.2,1,14.8,2.93,7.69,0.04,6.63,,,,,mean = 14.59; stdev = 0.028
MYVE200,Myotis velifer,3/11/2017,SLL,Non-reproducing,Adult,Female,44.3,1,12.8,2.26,7.05,0.03,6.18,,,,,mean = 14.59; stdev = 0.028
MYVE201,Myotis velifer,3/11/2017,SLL,Non-reproducing,Adult,Female,43.5,1,14.6,2.6,6.83,0.06,6.17,,,,,mean = 14.59; stdev = 0.028
MYVE202,Myotis velifer,3/11/2017,SLL,Non-reproducing,Adult,Female,47,1,14.8,2.82,7.28,0.1,5.99,,,,,mean = 14.59; stdev = 0.028
MYVE203,Myotis velifer,3/11/2017,SLL,Scrotal,Adult,Male,46.3,1,13.8,2.14,7.21,0,5.94,,,,,mean = 14.59; stdev = 0.028
MYVE204,Myotis velifer,3/11/2017,SLL,Non-reproducing,Adult,Female,43.2,1,12.5,2.21,5.65,0,4.76,,,,,mean = 14.59; stdev = 0.028
MYVE205,Myotis velifer,3/11/2017,SLL,Non-reproducing,Adult,Female,45.5,1,15.3,3.15,7.87,0.03,6.57,,,,,mean = 14.59; stdev = 0.028
MYVE206,Myotis velifer,3/11/2017,SLL,Non-reproducing,Adult,Female,44.5,1,13.9,2.6,7.62,0.06,6.33,,,,,mean = 14.59; stdev = 0.028
MYVE207,Myotis velifer,3/11/2017,SLL,Non-reproducing,Adult,Female,46.6,1,16.3,3.79,6.77,0.03,5.73,,,,,mean = 14.59; stdev = 0.028
MYVE208,Myotis velifer,3/11/2017,SLL,Non-reproducing,Adult,Male,43.5,3,13.2,2.34,7.65,0,6.42,,,,,mean = 14.59; stdev = 0.028
MYVE209,Myotis velifer,3/11/2017,SLL,Non-reproducing,Adult,Female,45.6,1,13.2,2.04,7.54,0.07,6.26,,,,,mean = 14.59; stdev = 0.028
MYVE210,Myotis velifer,3/11/2017,SLL,Non-reproducing,Adult,Female,43.2,1,14.1,2.74,6.63,0.02,5.42,,,,,mean = 14.59; stdev = 0.028
MYVE211,Myotis velifer,3/11/2017,SLL,Non-reproducing,Adult,Female,46.4,1,15.9,3.83,7.35,0.04,6.04,,,,,mean = 14.59; stdev = 0.028
MYVE212,Myotis velifer,3/11/2017,SLL,Non-reproducing,Adult,Female,45.7,1,15.6,3.82,8.14,0.07,6.87,,,,,mean = 14.59; stdev = 0.028
MYVE213,Myotis velifer,3/11/2017,SLL,Scrotal,Adult,Male,44.4,1,13.3,2.53,6.83,0.13,5.92,,,,,mean = 14.59; stdev = 0.028
MYVE214,Myotis velifer,3/11/2017,SLL,Non-reproducing,Adult,Female,46,1,14.3,2.07,8.18,0.01,7,,,,,mean = 14.59; stdev = 0.028
MYVE215,Myotis velifer,3/11/2017,SLL,Non-reproducing,Adult,Female,44.4,1,14.5,2.88,6.8,0,5.03,,,,,mean = 14.59; stdev = 0.028
MYVE216,Myotis velifer,3/11/2017,SLL,Non-reproducing,Adult,Female,44.3,1,13.7,2.67,7.14,0,5.83,,,,,mean = 14.59; stdev = 0.028
MYVE218,Myotis velifer,3/11/2017,SLL,Non-reproducing,Adult,Female,47.3,0,15.2,3.365,7.715,0,6.76,,,,,mean = 14.59; stdev = 0.028
MYVE219,Myotis velifer,3/11/2017,SLL,Non-reproducing,Adult,Female,46.1,1,14.5,2.76,7.23,0.04,5.99,,,,,mean = 14.59; stdev = 0.028
MYVE220,Myotis velifer,3/11/2017,SLL,Non-reproducing,Adult,Female,44.9,1,15.3,3.37,7.06,0,5.82,,,,,mean = 14.59; stdev = 0.028
MYVE221,Myotis velifer,3/11/2017,SLL,Non-reproducing,Adult,Female,43.9,1,14.2,2.97,6.47,0.08,5.7,,,,,mean = 14.59; stdev = 0.028
MYVE222,Myotis velifer,3/11/2017,SLL,Non-reproducing,Adult,Female,46.2,1,15.1,3.5,8.27,0.04,6.94,,,,,mean = 14.59; stdev = 0.028
MYVE223,Myotis velifer,3/11/2017,SLL,Non-reproducing,Adult,Female,47.4,1,15.2,3.32,7.89,0,6.61,,,,,mean = 14.59; stdev = 0.028
PESU105,Perimyotis subflavus,13/01/2018,SLL,Unknown,Adult,Male,34.5,1,5.4,1.29,3.48,0.25,3.3,,,,,mean = 14.69288; stdev = 0.14
PESU106,Perimyotis subflavus,13/01/2018,SLL,Unknown,Adult,Male,32.4,2,5.2,0.76,3.76,0.02,3.3,,,,,mean = 14.69288; stdev = 0.14
PESU107,Perimyotis subflavus,13/01/2018,SLL,Unknown,Adult,Female,34.2,1,6.7,1.54,3.32,0.11,2.57,1.77,4.03,0.08,3.39,mean = 14.69288; stdev = 0.14
PESU108,Perimyotis subflavus,13/01/2018,SLL,Unknown,Adult,Female,35.5,1,6.2,1.28,4.03,0.12,3.7,1.17,3.94,0,3.4,mean = 14.69288; stdev = 0.14
PESU109,Perimyotis subflavus,13/01/2018,SLL,Unknown,Adult,Male,36,1,5.7,1.08,3.41,0.04,2.05,1.14,3.05,0,2.71,mean = 14.69288; stdev = 0.14
PESU110,Perimyotis subflavus,13/01/2018,SLL,Unknown,Adult,Male,34.3,1,5,0.77,2.56,0,2.37,,,,,mean = 14.69288; stdev = 0.14
PESU111,Perimyotis subflavus,13/01/2018,SLL,Unknown,Adult,Female,33.8,1,5.3,1.14,3.39,0,2.72,,,,,mean = 14.69288; stdev = 0.14
PESU112,Perimyotis subflavus,13/01/2018,SLL,Unknown,Adult,Female,35.1,1,6.1,1.13,4.06,0,3.59,1.12,4,0,3.33,mean = 14.69288; stdev = 0.14
PESU113,Perimyotis subflavus,13/01/2018,SLL,Unknown,Adult,Male,33.1,1,5.4,0.98,2.93,0,2.63,,,,,mean = 14.69288; stdev = 0.14
PESU114,Perimyotis subflavus,13/01/2018,SLL,Unknown,Adult,Male,33.3,1,5.1,0.91,2.55,0,2.08,,,,,mean = 14.69288; stdev = 0.14
PESU115,Perimyotis subflavus,13/01/2018,SLL,Unknown,Adult,Female,35.3,0,6.3,1.41,3.98,0,3.39,1.24,3.33,0.05,2.99,mean = 14.69288; stdev = 0.14
PESU116,Perimyotis subflavus,13/01/2018,SLL,Unknown,Adult,Male,34.2,1,5.6,0.81,3.2,0.09,2.71,0.73,3.73,0.09,3.25,mean = 14.69288; stdev = 0.14
PESU117,Perimyotis subflavus,13/01/2018,SLL,Unknown,Adult,Male,35.1,2,5.3,0.72,2.33,0.11,2.32,,,,,mean = 14.69288; stdev = 0.14
PESU118,Perimyotis subflavus,13/01/2018,SLL,Unknown,Adult,Male,34.3,1,5.3,0.82,2.98,0.02,2.75,,,,,mean = 14.69288; stdev = 0.14
PESU119,Perimyotis subflavus,13/01/2018,SLL,Unknown,Adult,Male,34.3,1,5.5,1.36,3.45,0.01,3.13,,,,,mean = 14.69288; stdev = 0.14
PESU120,Perimyotis subflavus,13/01/2018,SLL,Unknown,Adult,Male,34.2,0,5.4,1.09,3.46,0.05,0,,,,,mean = 14.69288; stdev = 0.14
PESU121,Perimyotis subflavus,13/01/2018,SLL,Unknown,Adult,Female,33.8,0,6.4,1.33,3.28,0,1.78,1.15,3.93,0.1,3.48,mean = 14.69288; stdev = 0.14
PESU122,Perimyotis subflavus,13/01/2018,SLL,Unknown,Adult,Female,34.2,1,5.9,1.14,3.77,0.21,3.39,,,,,mean = 14.69288; stdev = 0.14
PESU123,Perimyotis subflavus,13/01/2018,SLL,Unknown,Adult,Male,34.3,2,5.4,0.94,2.93,0.14,2.59,,,,,mean = 14.69288; stdev = 0.14
PESU124,Perimyotis subflavus,13/01/2018,SLL,Unknown,Adult,Female,33.5,0,6.5,1.75,4,0.24,3.43,1.36,3.1,0.09,2.59,mean = 14.69288; stdev = 0.14
PESU125,Perimyotis subflavus,13/01/2018,SLL,Unknown,Adult,Male,33.5,1,5.1,0.94,3.36,0,2.71,,,,,mean = 14.69288; stdev = 0.14
PESU126,Perimyotis subflavus,13/01/2018,SLL,Unknown,Adult,Male,33.3,2,5.2,0.8,3.7,0.14,3.2,,,,,mean = 14.69288; stdev = 0.14
PESU127,Perimyotis subflavus,13/01/2018,SLL,Unknown,Adult,Male,33.8,1,6.5,1.62,3.63,0.2,2.95,1.49,2.96,0,2.56,mean = 14.69288; stdev = 0.14
PESU128,Perimyotis subflavus,13/01/2018,SLL,Unknown,Adult,Female,33.2,1,6,1.28,3.27,0.02,3.15,,,,,mean = 14.69288; stdev = 0.14
PESU129,Perimyotis subflavus,13/01/2018,SLL,Unknown,Adult,Male,34.2,1,6.1,1.53,3.81,0.05,3.71,1.2,2.97,0.09,2.46,mean = 14.69288; stdev = 0.14
PESU130,Perimyotis subflavus,13/01/2018,SLL,Unknown,Adult,Male,35.5,0,7.4,1.73,3.3,0.06,2.7,1.22,4.35,0.12,3.92,mean = 14.69288; stdev = 0.14
PESU131,Perimyotis subflavus,13/01/2018,SLL,Unknown,Adult,Female,34.1,0,6.5,1.76,3.88,0.24,3.49,1.66,3.82,0.07,3.35,mean = 14.69288; stdev = 0.14
PESU132,Perimyotis subflavus,13/01/2018,SLL,Unknown,Adult,Female,33.7,0,6,1.33,2.94,0,2.59,,,,,mean = 14.69288; stdev = 0.14
PESU133,Perimyotis subflavus,13/01/2018,SLL,Unknown,Adult,Male,35.3,0,5.5,1.24,3.35,0.24,2.87,0.67,2.83,0.01,2.29,mean = 14.69288; stdev = 0.14
PESU134,Perimyotis subflavus,13/01/2018,SLL,Unknown,Adult,Female,36.3,1,6,1.01,3.63,0.01,3.12,,,,,mean = 14.69288; stdev = 0.14
PESU135,Perimyotis subflavus,13/01/2018,SLL,Unknown,Adult,Male,34.1,0,5.7,0.67,3.42,0,3.52,0.45,2.48,0.04,2.53,mean = 14.69288; stdev = 0.14
COTO218,Corynorhinus townsendii,29/01/2018,PMM,Scrotal,Adult,Male,43.7,1,9,1.065,2.725,0.635,1.16,,,,,mean = 14.6; stdev = 0.138
COTO219,Corynorhinus townsendii,29/01/2018,PMM,Unknown,Adult,Male,43.5,0,9,0.3,5.23,0,0.97,,,,,mean = 14.6; stdev = 0.142
COTO220,Corynorhinus townsendii,29/01/2018,PMM,Scrotal,Adult,Male,43.7,0,9.6,0.923333333,3.953333333,0,3.35,0.79,3.52,0,1.28,mean = 14.6; stdev = 0.113
COTO221,Corynorhinus townsendii,29/01/2018,PMM,Scrotal,Adult,Male,42.3,0,8.4,1.1,5.51,0,8.16,,,,,mean = 14.6; stdev = 0.137
COTO222,Corynorhinus townsendii,29/01/2018,PMM,Unknown,Adult,Female,45,1,10.8,1.81,7.32,0.23,7.65,1.43,7.44,0,2.47,mean = 14.6; stdev = 0.116
COTO223,Corynorhinus townsendii,29/01/2018,PMM,Scrotal,Adult,Male,42.9,0,9.5,1.59,5.01,0.08,4.35,1.22,5.06,0,1.71,mean = 14.6; stdev = 0.117
COTO224,Corynorhinus townsendii,29/01/2018,PMM,Unknown,Adult,Female,45.9,1,10.6,2.24,7.32,0,6.06,1.84,6.88,0,1.02,mean = 14.6; stdev = 0.118
COTO225,Corynorhinus townsendii,29/01/2018,PMM,Unknown,Adult,Female,45.7,1,11,0.835,3.215,0.13,2.9,0.72,4.08,0.56,3.21,mean = 14.6; stdev = 0.119
COTO226,Corynorhinus townsendii,29/01/2018,PMM,Scrotal,Adult,Male,43.1,0,8.1,1.08,5.77,1.18,1.91,,,,,mean = 14.6; stdev = 0.141
COTO227,Corynorhinus townsendii,29/01/2018,PMM,Unknown,Adult,Male,43.6,1,8,1.41,5.1,0.17,0.49,,,,,mean = 14.6; stdev = 0.143
COTO228,Corynorhinus townsendii,29/01/2018,PMM,Unknown,Adult,Female,45.9,1,10.2,2.33,6.49,0,5.16,0.91,6.95,0.1,3.46,mean = 14.6; stdev = 0.120
COTO229,Corynorhinus townsendii,29/01/2018,PMM,Unknown,Adult,Female,44.3,2,9.2,1.325,6.36,0,4.065,,,,,mean = 14.6; stdev = 0.140
COTO230,Corynorhinus townsendii,29/01/2018,PMM,Unknown,Adult,Male,45,1,8.2,1.83,5.4,0.33,3.27,0.49,4.43,0.44,3.62,mean = 14.6; stdev = 0.122
COTO231,Corynorhinus townsendii,29/01/2018,PMM,Scrotal,Adult,Male,44.8,1,8.8,0.98,4.02,0.16,2.99,,,,,mean = 14.6; stdev = 0.148
COTO232,Corynorhinus townsendii,29/01/2018,PMM,Unknown,Adult,Male,44,1,8.9,1.85,6.04,0,4.89,1.54,5.88,0.37,1.58,mean = 14.6; stdev = 0.128
COTO233,Corynorhinus townsendii,29/01/2018,PMM,Unknown,Adult,Male,40.7,1,8.1,1.16,4.5,0,0.82,,,,,mean = 14.6; stdev = 0.144
COTO234,Corynorhinus townsendii,29/01/2018,PMM,Scrotal,Adult,Male,44.8,1,9.2,,,,,1.97,6.11,0,7.31,mean = 14.6; stdev = 0.150
COTO235,Corynorhinus townsendii,29/01/2018,PMM,Unknown,Adult,Female,43.1,1,9,1.48,6.8,0.33,1.79,,,,,mean = 14.6; stdev = 0.145
COTO236,Corynorhinus townsendii,29/01/2018,PMM,Unknown,Adult,Female,44.2,3,8.9,1.24,4.89,0.7,4.16,,,,,mean = 14.6; stdev = 0.146
COTO237,Corynorhinus townsendii,29/01/2018,PMM,Unknown,Adult,Male,44.4,1,8.1,0.49,6.64,0,3.33,,,,,mean = 14.6; stdev = 0.147
COTO238,Corynorhinus townsendii,29/01/2018,PMM,Unknown,Adult,Female,44.2,1,9.8,1.375,4.07,0.23,5.05,1.43,4.15,1,1.94,mean = 14.6; stdev = 0.124
COTO239,Corynorhinus townsendii,29/01/2018,PMM,Non-reproducing,Adult,Male,44.5,0,8.8,1.05,4.01,0,2.7,,,,,mean = 14.6; stdev = 0.136
COTO240,Corynorhinus townsendii,29/01/2018,PMM,Unknown,Adult,Female,41.8,1,8.1,0.22,6.02,1.5,3.12,,,,,mean = 14.6; stdev = 0.134
COTO241,Corynorhinus townsendii,29/01/2018,PMM,Unknown,Adult,Female,44.5,1,8.6,1.83,5.28,0,3.33,,,,,mean = 14.6; stdev = 0.135
COTO242,Corynorhinus townsendii,29/01/2018,PMM,Unknown,Adult,Female,44.9,1,8.7,1.65,5.99,0.12,2.87,,,,,mean = 14.6; stdev = 0.133
COTO243,Corynorhinus townsendii,29/01/2018,PMM,Non-reproducing,Adult,Male,45.1,0,8.9,1.253333333,3.116666667,0.1,3.216666667,0.656666667,3.81,0.656666667,1.066666667,mean = 14.6; stdev = 0.129
COTO244,Corynorhinus townsendii,29/01/2018,PMM,Unknown,Adult,Male,43.6,1,8.9,1.23,4.91,0.49,4.62,,,,,mean = 14.6; stdev = 0.132
COTO245,Corynorhinus townsendii,29/01/2018,PMM,Unknown,Adult,Female,46.1,1,11.1,1.59,8.15,0.41,5.34,0.79,4.74,0.2,4.23,mean = 14.6; stdev = 0.123
COTO246,Corynorhinus townsendii,29/01/2018,PMM,Unknown,Adult,Female,46.6,1,10.2,0.93,7.62,1.13,6.03,1,3.75,0.08,3.24,mean = 14.6; stdev = 0.126
COTO247,Corynorhinus townsendii,29/01/2018,PMM,Unknown,Adult,Male,44,0,9.1,2.05,4.16,0,3.47,1.74,5.97,0.03,4.86,mean = 14.6; stdev = 0.127
COTO248,Corynorhinus townsendii,1/02/2018,BCM,Scrotal,Adult,Male,44.8,1,8.9,0.81,3.83,0,5.09,,,,,mean = 14.68; stdev = 0.27
COTO249,Corynorhinus townsendii,1/02/2018,BCM,Unknown,Adult,Female,44.8,0,8.6,0.58,5.29,0,11.06,,,,,mean = 14.68; stdev = 0.46
COTO250,Corynorhinus townsendii,1/02/2018,BCM,Unknown,Adult,Female,43.9,1,9.5,1.39,6.72,0.91,9.78,,,,,mean = 14.68; stdev = 0.51
COTO251,Corynorhinus townsendii,1/02/2018,BCM,Unknown,Adult,Female,45.5,1,10.2,1.09,7.68,0.37,16.68,,,,,mean = 14.68; stdev = 0.26
COTO252,Corynorhinus townsendii,1/02/2018,BCM,Unknown,Adult,Male,44.6,0,9.1,1.1,6.49,0.53,15.22,,,,,mean = 14.68; stdev = 0.38
COTO253,Corynorhinus townsendii,1/02/2018,BCM,Unknown,Adult,Male,43.1,0,8.3,0.96,6.12,0,10.34,,,,,mean = 14.68; stdev = 0.47
COTO254,Corynorhinus townsendii,1/02/2018,BCM,Unknown,Adult,Female,45.1,0,9.7,1.1,2.2,1.2,3.2,,,,,mean = 14.68; stdev = 0.25
COTO255,Corynorhinus townsendii,1/02/2018,BCM,Unknown,Adult,Male,44.9,0,9.3,1.65,6.7,0.71,10.66,,,,,mean = 14.68; stdev = 0.24
COTO256,Corynorhinus townsendii,1/02/2018,BCM,Unknown,Adult,Female,44.5,0,9.2,1.02,5.82,0,9.32,,,,,mean = 14.68; stdev = 0.52
COTO257,Corynorhinus townsendii,1/02/2018,BCM,Unknown,Adult,Female,42.6,0,9.3,1.49,6.49,1.43,15,,,,,mean = 14.68; stdev = 0.53
COTO258,Corynorhinus townsendii,1/02/2018,BCM,Unknown,Adult,Male,43,0,9.1,1.91,5.86,1.06,10.2,,,,,mean = 14.68; stdev = 0.28
COTO259,Corynorhinus townsendii,1/02/2018,BCM,Unknown,Adult,Male,43.1,0,8.3,1.13,4.85,0,10.03,,,,,mean = 14.68; stdev = 0.39
COTO260,Corynorhinus townsendii,1/02/2018,BCM,Unknown,Adult,Female,44.7,1,9.5,0.65,2.79,0.88,6.01,,,,,mean = 14.68; stdev = 0.29
COTO261,Corynorhinus townsendii,1/02/2018,BCM,Unknown,Adult,Male,44.9,0,8.9,0.98,6.78,0.99,11.6,,,,,mean = 14.68; stdev = 0.49
COTO262,Corynorhinus townsendii,1/02/2018,BCM,Unknown,Adult,Female,46.4,0,9.9,1.72,6.45,0.91,13.3,,,,,mean = 14.68; stdev = 0.50
COTO263,Corynorhinus townsendii,1/02/2018,BCM,Scrotal,Adult,Male,42.9,1,7.9,0.21,5.43,0,11.13,,,,,mean = 14.68; stdev = 0.48
COTO264,Corynorhinus townsendii,1/02/2018,BCM,Unknown,Adult,Female,45.5,2,9.2,1.35,4.82,0.15,13.7,,,,,mean = 14.68; stdev = 0.42
COTO265,Corynorhinus townsendii,1/02/2018,BCM,Unknown,Adult,Male,43.2,1,8.4,1.22,5.96,0.88,10.52,,,,,mean = 14.68; stdev = 0.40
COTO266,Corynorhinus townsendii,1/02/2018,BCM,Unknown,Adult,Female,45,0,10.3,2.14,5.91,1.6,8.36,,,,,mean = 14.68; stdev = 0.30
COTO267,Corynorhinus townsendii,1/02/2018,BCM,Unknown,Adult,Female,44.1,0,9.4,1.64,4.43,0.78,10.4,,,,,mean = 14.68; stdev = 0.44
COTO268,Corynorhinus townsendii,1/02/2018,BCM,Unknown,Adult,Male,42.9,1,8.6,0.79,6.84,0,13.95,,,,,mean = 14.68; stdev = 0.43
COTO269,Corynorhinus townsendii,1/02/2018,BCM,Unknown,Adult,Male,44.9,0,9,1.34,6.31,0.46,11.29,,,,,mean = 14.68; stdev = 0.41
COTO270,Corynorhinus townsendii,1/02/2018,BCM,Scrotal,Adult,Male,46.1,0,9.1,1.2,6.42,1.09,8.86,,,,,mean = 14.68; stdev = 0.45
MYCI26,Myotis ciliolabrum,1/02/2018,BCM,Unknown,Adult,Female,34.4,1,5.2,0.65,4.04,0,5.48,,,,,mean = 14.68; stdev = 0.19
MYCI27,Myotis ciliolabrum,1/02/2018,BCM,Unknown,Adult,Female,33.2,1,5.6,0.82,4.09,0,6.66,,,,,mean = 14.68; stdev = 0.22
MYCI28,Myotis ciliolabrum,1/02/2018,BCM,Unknown,Adult,Female,32.1,1,4.6,0.87,2.32,0.04,9.52,,,,,mean = 14.68; stdev = 0.37
MYCI29,Myotis ciliolabrum,1/02/2018,BCM,Unknown,Adult,Female,35.1,1,4.8,0.48,3.58,0,7.98,,,,,mean = 14.68; stdev = 0.36
MYCI30,Myotis ciliolabrum,1/02/2018,BCM,Unknown,Adult,Male,32.5,0,4.4,0.86,1.91,0.69,4.2,,,,,mean = 14.68; stdev = 0.18
MYCI31,Myotis ciliolabrum,1/02/2018,BCM,Unknown,Adult,Female,33.1,0,5.1,0.81,3.77,0,8.47,,,,,mean = 14.68; stdev = 0.17
MYCI32,Myotis ciliolabrum,1/02/2018,BCM,Unknown,Adult,Female,34.5,1,4.7,0.48,2.95,0.49,5.15,,,,,mean = 14.68; stdev = 0.32
MYCI33,Myotis ciliolabrum,1/02/2018,BCM,Unknown,Adult,Female,34.7,0,4.9,0.94,2.79,0.5,3.07,,,,,mean = 14.68; stdev = 0.23
MYCI34,Myotis ciliolabrum,1/02/2018,BCM,Unknown,Adult,Female,32.9,1,4.8,0.71,3.61,0.89,3.92,,,,,mean = 14.68; stdev = 0.33
MYCI35,Myotis ciliolabrum,1/02/2018,BCM,Unknown,Adult,Female,34.4,1,4.7,0.5,3.63,0.09,8.27,,,,,mean = 14.68; stdev = 0.31
MYCI36,Myotis ciliolabrum,1/02/2018,BCM,Unknown,Adult,Male,32.9,1,4.5,0.82,2.9,0.13,0,,,,,mean = 14.68; stdev = 0.21
MYCI37,Myotis ciliolabrum,1/02/2018,BCM,Unknown,Adult,Male,32.8,1,4.1,0.52,2.98,0,5.66,,,,,mean = 14.68; stdev = 0.35
MYCI38,Myotis ciliolabrum,1/02/2018,BCM,Unknown,Adult,Male,31.7,0,4.1,0.32,2.88,1.08,3.04,,,,,mean = 14.68; stdev = 0.34
MYCI39,Myotis ciliolabrum,1/02/2018,BCM,Unknown,Adult,Male,31.4,1,4.3,0.95,1.91,0,3.87,,,,,mean = 14.68; stdev = 0.20
EPFU8,Eptesicus fuscus,13/02/2018,ODW,Unknown,Adult,Male,44.5,1,14.1,6.19,4.67,0.06,4.73,,,,,mean = 14.59; stdev = 0.029
MYLU99,Myotis lucifugus,22/02/2018,LCC,Unknown,Adult,Female,35.2,0,6.2,0.98,4,0.47,5.16,,,,,mean = 14.5; stdev = 0.29
MYLU100,Myotis lucifugus,22/02/2018,LCC,Unknown,Adult,Female,37.1,0,8.6,1.67,5.89,0.03,4.04,,,,,mean = 14.5; stdev = 0.29
MYLU101,Myotis lucifugus,22/02/2018,LCC,Unknown,Adult,Male,36,1,6,1.52,3.58,0.16,2.66,,,,,mean = 14.5; stdev = 0.29
MYLU102,Myotis lucifugus,22/02/2018,LCC,Unknown,Adult,Female,38.4,0,7.5,1.4,4.79,0.37,5.06,,,,,mean = 14.5; stdev = 0.29
MYLU103,Myotis lucifugus,22/02/2018,LCC,Unknown,Adult,Female,38.3,0,8.4,1.8,5.71,0,4.94,,,,,mean = 14.5; stdev = 0.29
MYLU104,Myotis lucifugus,22/02/2018,LCC,Unknown,Adult,Male,37.3,0,7.1,1.75,4.39,0.04,4.22,,,,,
MYLU105,Myotis lucifugus,22/02/2018,LCC,Unknown,Adult,Male,37.7,1,6.6,0.78,4.94,0.1,4.1,,,,,mean = 14.5; stdev = 0.29
MYLU106,Myotis lucifugus,22/02/2018,LCC,Unknown,Adult,Female,38,0,8,1.44,5.77,0,3.43,,,,,mean = 14.5; stdev = 0.29
MYLU107,Myotis lucifugus,22/02/2018,LCC,Unknown,Adult,Male,36.6,0,7.6,1.01,3.84,0,4.32,,,,,mean = 14.5; stdev = 0.29
MYLU108,Myotis lucifugus,22/02/2018,LCC,Unknown,Adult,Male,39.9,1,7,1.16,5.16,0,5.17,,,,,
MYLU109,Myotis lucifugus,22/02/2018,LCC,Unknown,Adult,Male,37,0,6.8,0.77,3.53,0,0,,,,,
MYLU110,Myotis lucifugus,22/02/2018,LCC,Unknown,Adult,Male,35.8,1,7.1,1.2,4.93,0,5.32,,,,,
MYLU113,Myotis lucifugus,22/02/2018,LCC,Unknown,Adult,Male,38.4,1,6.9,1.27,3.74,0,3.15,,,,,
MYLU117,Myotis lucifugus,22/02/2018,LCC,Unknown,Adult,Male,37.9,0,7.9,0.78,4.56,0,3.77,,,,,
MYLU118,Myotis lucifugus,22/02/2018,LCC,Unknown,Adult,Male,36.6,0,7.4,1.11,3.6,0.21,2.63,,,,,
MYLU120,Myotis lucifugus,22/02/2018,LCC,Unknown,Adult,Male,37,1,7.2,1.31,4.93,0,5.66,,,,,
MYLU121,Myotis lucifugus,22/02/2018,LCC,Unknown,Adult,Male,37.4,0,6.9,1.49,2.55,0,1.99,,,,,
MYVO59,Myotis volans,22/02/2018,LCC,Unknown,Adult,Male,38.4,1,7.7,2.12,4.31,0,3.99,,,,,mean = 14.5; stdev = 0.29
MYVO62,Myotis volans,22/02/2018,LCC,Unknown,Adult,Female,38.5,1,7.2,1.11,5.11,0.23,6.39,,,,,mean = 14.5; stdev = 0.29
MYVO63,Myotis volans,22/02/2018,LCC,Unknown,Adult,Male,39,1,6.6,0.95,4.83,0,4.76,,,,,
COTO300,Corynorhinus townsendii,7/10/2016,SLL,Scrotal,Adult,Male,42.4,0,9.6,0.88,7.83,0.02,6.11,,,,,Coto72
COTO301,Corynorhinus townsendii,7/10/2016,SLL,Scrotal,Adult,Male,43.6,0,10.7,1.35,8.53,0.08,7.46,,,,,Coto73
MYVE225,Myotis velifer,4/10/2016,SLL,Non-reproducing,Adult,Female,46.7,3,16.4,5.63,9.98,0,7.425,,,,,Myve2*
MYVE226,Myotis velifer,4/10/2016,SLL,Non-reproducing,Adult,Female,45.9,0,16.1,5.39,10.19,0,8.22,,,,,Myve3
MYVE227,Myotis velifer,4/10/2016,SLL,Non-reproducing,Adult,Female,46.6,1,15.7,4.21,10.8,0,8.35,,,,,Myve4*
MYVE228,Myotis velifer,4/10/2016,SLL,Scrotal,Adult,Male,45.3,0,12.6,1.42,10.16,0.07,8.19,,,,,Myve5*
MYVE229,Myotis velifer,4/10/2016,SLL,Non-reproducing,Adult,Female,45.6,0,16.1,5.93,9.49,0.12,6.35,,,,,Myve6*
MYVE230,Myotis velifer,4/10/2016,SLL,Non-reproducing,Adult,Female,44.5,0,12.7,2.34,9.3,0.07,7.76,,,,,Myve7
MYVE231,Myotis velifer,4/10/2016,SLL,Scrotal,Adult,Male,47.2,1,13.9,1.99,10.41,0.27,8.41,,,,,Myve8
MYVE232,Myotis velifer,4/10/2016,SLL,Non-reproducing,Adult,Female,43.3,0,16.7,5.48,10.59,0,8.51,,,,,Myve9
MYVE233,Myotis velifer,4/10/2016,SLL,Non-reproducing,Adult,Female,43.3,0,14.2,4.28,9.34,0.02,7.44,,,,,Myve10*
MYVE234,Myotis velifer,4/10/2016,SLL,Non-reproducing,Adult,Female,46.1,1,16,4.88,10.48,0.01,8.46,,,,,Myve11*
MYVE235,Myotis velifer,4/10/2016,SLL,Non-reproducing,Adult,Female,45.1,0,14.2,3.75,9.65,0.07,8.12,,,,,Myve13
MYVE242,Myotis velifer,5/10/2016,SLL,Scrotal,Adult,Male,46.2,0,14.8,4.55,6.14,0,7.29,,,,,Myve1
MYVE243,Myotis velifer,5/10/2016,SLL,Scrotal,Adult,Male,46.2,0,13.7,2.91,10.39,0,5.44,,,,,Myve2
MYVE244,Myotis velifer,5/10/2016,SLL,Non-reproducing,Adult,Female,45.9,0,19.4,6.87,11.29,0.23,6.08,,,,,Myve3
MYVE245,Myotis velifer,5/10/2016,SLL,Scrotal,Adult,Male,45.7,2,13.2,2.34,9.84,0,7.4,,,,,Myve4
