Bat ID,Bat Species,Alpha Code,Date Captured,Season,Site ID,Site Name,Sex,Age,Reproductive Condition,Wing Score,Forearm Length,Mass (prior resp),Fat,Lean,FreeWater,TotalWater,Before/After Respirometry,Suspect,Comments
MYLU8,Myotis lucifugus,MYLU,2/17/2017,Winter,LCC,Lick Creek Cave,Female,Adult,Non-reproducing,1,37,6.3,0.62,3.84,0,2.47,Before,0,
MYLU80,Myotis lucifugus,MYLU,9/28/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,1,37.8,10.5,3.88,5.53,0,4.74,Before,0,mean = 14.58; stdev = 0.11
MYLU81,Myotis lucifugus,MYLU,9/28/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Non-reproducing,1,38.6,8.1,2.2,4.14,0.17,3.44,Before,0,mean = 14.58; stdev = 0.11
MYLU82,Myotis lucifugus,MYLU,9/28/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,1,38.2,9.8,3.28,5.64,0.04,5.11,Before,0,mean = 14.58; stdev = 0.11
MYLU83,Myotis lucifugus,MYLU,9/28/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,1,36.9,9.5,2.92,4.5,0,4.5,Before,0,mean = 14.58; stdev = 0.11
MYLU84,Myotis lucifugus,MYLU,9/28/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Non-reproducing,2,37.1,8.2,2.43,5.25,0,4.34,Before,0,mean = 14.58; stdev = 0.11
MYLU9,Myotis lucifugus,MYLU,2/17/2017,Winter,LCC,Lick Creek Cave,Female,Adult,Non-reproducing,2,34.5,5.5,1.11,2.65,0.03,2.39,Before,0,
MYLU93,Myotis lucifugus,MYLU,9/19/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,1,38.1,9.5,0.33,5.03,0.32,4.68,Before,0,mean = 14.65; stdev = 0.15
MYLU98,Myotis lucifugus,MYLU,10/11/2017,Fall,LCUT,Logan Cave,Male,Adult,Scrotal,1,35.2,5.5,0.34,4.45,0.21,6.8,Before,0,mean = 14.75; stdev = 0.124
MYLU99,Myotis lucifugus,MYLU,2/22/2018,Winter,LCC,Lick Creek Cave,Female,Adult,Unknown,0,35.2,6.2,0.98,4,0.47,5.16,Before,0,mean = 14.5; stdev = 0.29
MYTH1,Myotis thysanodes,MYTH,9/18/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Non-reproducing,1,40.4,9.3,2.25,5.7,0,4.86,Before,0,mean= 14.6; stdev = 0.11
MYTH10,Myotis thysanodes,MYTH,9/27/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,0,41.5,8.6,2.07,5.45,0.02,4.92,Before,0,mean = 14.65; stdev = 0.16
MYTH11,Myotis thysanodes,MYTH,9/27/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,1,40.8,9.7,2.74,4.83,0,4.2,Before,0,mean = 14.65; stdev = 0.16
MYTH12,Myotis thysanodes,MYTH,9/27/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,1,41.4,9,2.46,5.71,0.03,4.59,Before,0,mean = 14.65; stdev = 0.16
MYTH13,Myotis thysanodes,MYTH,9/27/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Non-reproducing,1,41.5,10.9,3.37,5.39,0,4.47,Before,0,mean = 14.65; stdev = 0.16
MYTH14,Myotis thysanodes,MYTH,9/27/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Non-reproducing,1,42.9,10.4,2.86,6.46,0.08,5.87,Before,0,mean = 14.65; stdev = 0.16
MYTH16,Myotis thysanodes,MYTH,9/28/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,1,41.5,10.6,2.95,4.5,0.27,1.9,Before,0,mean = 14.58; stdev = 0.11
MYTH17,Myotis thysanodes,MYTH,9/28/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,1,42.7,10.3,2.69,4.06,0.01,3.23,Before,0,mean = 14.58; stdev = 0.11
MYTH18,Myotis thysanodes,MYTH,9/28/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Non-reproducing,1,42.6,9.8,2.99,5.83,0,4.64,Before,0,mean = 14.58; stdev = 0.11
MYTH19,Myotis thysanodes,MYTH,9/28/2017,Fall,LCC,Lick Creek Cave,Female,Adult,Non-reproducing,1,42.3,8.8,2.39,4.4,0,4.05,Before,0,mean = 14.58; stdev = 0.11
MYTH20,Myotis thysanodes,MYTH,9/28/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,1,42.2,10.1,3.12,6.04,0.14,5.21,Before,0,mean = 14.58; stdev = 0.11
MYTH21,Myotis thysanodes,MYTH,9/28/2017,Fall,LCC,Lick Creek Cave,Male,Young of the Year,Non-reproducing,1,40.4,8.7,2.51,5.21,0,4.73,Before,0,mean = 14.58; stdev = 0.11
MYVE1,Myotis velifer,MYVE,2/25/2017,Winter,SLL,Selman Living Lab Cave,Female,Adult,Non-reproducing,1,45.8,13.1,1.69,7.57,0,7.44,Before,0,
MYVE10,Myotis velifer,MYVE,2/25/2017,Winter,SLL,Selman Living Lab Cave,Male,Adult,Non-reproducing,1,45.1,12.7,1.61,7.16,0,6.14,Before,0,
MYVE100,Myotis velifer,MYVE,11/1/2017,Fall,SLL,Selman Living Lab Cave,Female,Adult,Non-reproducing,1,47.2,16.5,3.79,7.48,0,6.59,Before,0,mean = 14.59; stdev = 0.026
MYVE100,Myotis velifer,MYVE,11/1/2017,Fall,SLL,Selman Living Lab Cave,Female,Adult,Non-reproducing,1,47.2,16.5,3.72,7.68,0.02,6.6,Before,0,mean = 14.59; stdev = 0.026
MYVE100,Myotis velifer,MYVE,11/1/2017,Fall,SLL,Selman Living Lab Cave,Female,Adult,Non-reproducing,1,47.2,16.5,3.05,6.22,0.03,5.01,Before,0,mean = 14.6; stdev = 0.03
MYVE101,Myotis velifer,MYVE,11/1/2017,Fall,SLL,Selman Living Lab Cave,Female,Adult,Non-reproducing,1,45.5,15.1,3.26,6.69,0.07,5.53,Before,0,mean = 14.59; stdev = 0.026
MYVE102,Myotis velifer,MYVE,11/1/2017,Fall,SLL,Selman Living Lab Cave,Female,Adult,Non-reproducing,1,45,15.8,3.37,7.89,0.1,6.58,Before,0,mean = 14.59; stdev = 0.026
MYVE103,Myotis velifer,MYVE,11/1/2017,Fall,SLL,Selman Living Lab Cave,Female,Adult,Non-reproducing,1,46.2,14.1,3.19,7.8,0.04,6.58,Before,0,mean = 14.59; stdev = 0.026
MYVE104,Myotis velifer,MYVE,11/1/2017,Fall,SLL,Selman Living Lab Cave,Male,Adult,Scrotal,3,44.8,15,2.94,7.6,0.04,6.36,Before,0,mean = 14.59; stdev = 0.026
MYVE105,Myotis velifer,MYVE,11/1/2017,Fall,SLL,Selman Living Lab Cave,Male,Adult,Scrotal,1,46.8,16,3.76,7.9,0.02,6.9,Before,0,mean = 14.59; stdev = 0.026
MYVE106,Myotis velifer,MYVE,11/1/2017,Fall,SLL,Selman Living Lab Cave,Female,Adult,Non-reproducing,1,43.4,15,3.22,6.48,0.02,5.44,Before,0,mean = 14.59; stdev = 0.026
MYVE107,Myotis velifer,MYVE,11/1/2017,Fall,SLL,Selman Living Lab Cave,Male,Adult,Scrotal,1,45.9,13.3,2,6.54,0,5.27,Before,0,mean = 14.59; stdev = 0.026
MYVE108,Myotis velifer,MYVE,11/1/2017,Fall,SLL,Selman Living Lab Cave,Female,Adult,Non-reproducing,1,45.3,15.6,3.06,5.99,0,5.53,Before,0,mean = 14.59; stdev = 0.026
MYVE109,Myotis velifer,MYVE,11/1/2017,Fall,SLL,Selman Living Lab Cave,Female,Adult,Non-reproducing,1,45.9,17.3,4.13,5.43,0.03,4.66,Before,0,mean = 14.59; stdev = 0.026
MYVE11,Myotis velifer,MYVE,2/25/2017,Winter,SLL,Selman Living Lab Cave,Male,Adult,Non-reproducing,1,45.5,11.1,0.74,5.64,0,5.11,Before,0,
MYVE110,Myotis velifer,MYVE,11/1/2017,Fall,SLL,Selman Living Lab Cave,Female,Adult,Non-reproducing,1,44.5,14.6,3.1,6.38,0.1,5.23,Before,0,mean = 14.59; stdev = 0.026
MYVE111,Myotis velifer,MYVE,11/1/2017,Fall,SLL,Selman Living Lab Cave,Female,Adult,Non-reproducing,1,44.2,14.5,2.96,7.76,0,6.62,Before,0,mean = 14.59; stdev = 0.026
MYVE112,Myotis velifer,MYVE,11/1/2017,Fall,SLL,Selman Living Lab Cave,Male,Adult,Scrotal,1,43.9,14.2,2.44,8.36,0.03,6.96,Before,0,mean = 14.59; stdev = 0.026
MYVE113,Myotis velifer,MYVE,11/1/2017,Fall,SLL,Selman Living Lab Cave,Female,Adult,Non-reproducing,1,45.3,15.1,3.22,8.14,0.16,6.9,Before,0,mean = 14.59; stdev = 0.026
MYVE114,Myotis velifer,MYVE,11/1/2017,Fall,SLL,Selman Living Lab Cave,Male,Adult,Scrotal,1,36.4,15.4,3.08,6.57,0.04,5.67,Before,0,mean = 14.59; stdev = 0.026
MYVE115,Myotis velifer,MYVE,11/1/2017,Fall,SLL,Selman Living Lab Cave,Female,Adult,Non-reproducing,1,46,16.5,3.26,7.15,0,5.63,Before,0,mean = 14.59; stdev = 0.026
MYVE116,Myotis velifer,MYVE,11/1/2017,Fall,SLL,Selman Living Lab Cave,Male,Adult,Non-reproducing,2,46,17.6,4.35,8.22,0,7.02,Before,0,mean = 14.59; stdev = 0.026
MYVE117,Myotis velifer,MYVE,11/1/2017,Fall,SLL,Selman Living Lab Cave,Female,Adult,Non-reproducing,1,44.5,16.1,3.42,7.6,0.07,6.54,Before,0,mean = 14.59; stdev = 0.026
MYVE118,Myotis velifer,MYVE,11/1/2017,Fall,SLL,Selman Living Lab Cave,Female,Adult,Non-reproducing,1,44,16.1,3.7,7.17,0.02,5.83,Before,0,mean = 14.59; stdev = 0.026
MYVE119,Myotis velifer,MYVE,11/1/2017,Fall,SLL,Selman Living Lab Cave,Female,Adult,Non-reproducing,2,44.6,14.4,3.07,6.72,0.06,5.71,Before,0,mean = 14.59; stdev = 0.026
MYVE12,Myotis velifer,MYVE,2/25/2017,Winter,SLL,Selman Living Lab Cave,Male,Adult,Non-reproducing,2,46.3,13.8,1.72,5.22,0.06,7.26,Before,0,
MYVE120,Myotis velifer,MYVE,11/1/2017,Fall,SLL,Selman Living Lab Cave,Female,Adult,Non-reproducing,1,45.1,13.3,2.3,6.25,0,5.17,Before,0,mean = 14.59; stdev = 0.026
MYVE121,Myotis velifer,MYVE,11/1/2017,Fall,SLL,Selman Living Lab Cave,Female,Adult,Non-reproducing,1,45,15,2.87,7.5,0.04,6.1,Before,0,mean = 14.59; stdev = 0.026
MYVE122,Myotis velifer,MYVE,11/1/2017,Fall,SLL,Selman Living Lab Cave,Female,Adult,Non-reproducing,1,44.9,15.5,3.66,6.78,0,5.35,Before,0,mean = 14.59; stdev = 0.026
MYVE123,Myotis velifer,MYVE,11/1/2017,Fall,SLL,Selman Living Lab Cave,Female,Adult,Non-reproducing,1,48.6,13.3,2.46,6.86,0.06,5.86,Before,0,mean = 14.59; stdev = 0.026
MYVE124,Myotis velifer,MYVE,11/1/2017,Fall,SLL,Selman Living Lab Cave,Male,Adult,Scrotal,1,44.4,15.1,2.99,8.07,0.04,6.85,Before,0,mean = 14.59; stdev = 0.026
MYVE125,Myotis velifer,MYVE,11/1/2017,Fall,SLL,Selman Living Lab Cave,Male,Adult,Scrotal,1,44.5,12.2,1.86,6.61,0.01,5.61,Before,0,mean = 14.59; stdev = 0.026
MYVE126,Myotis velifer,MYVE,11/1/2017,Fall,SLL,Selman Living Lab Cave,Female,Adult,Non-reproducing,1,47,17.4,4.06,8.13,0,6.86,Before,0,mean = 14.59; stdev = 0.026
MYVE127,Myotis velifer,MYVE,11/1/2017,Fall,SLL,Selman Living Lab Cave,Male,Adult,Scrotal,2,44.5,13.5,2.73,7.15,0.02,5.96,Before,0,mean = 14.59; stdev = 0.026
MYVE128,Myotis velifer,MYVE,11/1/2017,Fall,SLL,Selman Living Lab Cave,Female,Adult,Non-reproducing,1,47.7,15.5,3.34,6.33,0,5.12,Before,0,mean = 14.59; stdev = 0.026
MYVE129,Myotis velifer,MYVE,11/1/2017,Fall,SLL,Selman Living Lab Cave,Female,Adult,Non-reproducing,1,44,14.5,2.85,6.58,0,6.2,Before,0,mean = 14.59; stdev = 0.026
MYVE13,Myotis velifer,MYVE,2/25/2017,Winter,SLL,Selman Living Lab Cave,Male,Adult,Non-reproducing,1,45,11,1.38,4.75,0.06,5.26,Before,0,
MYVE130,Myotis velifer,MYVE,11/1/2017,Fall,SLL,Selman Living Lab Cave,Female,Adult,Non-reproducing,1,44.4,14.9,3.19,6.7,0.09,5.78,Before,0,mean = 14.59; stdev = 0.026
MYVE131,Myotis velifer,MYVE,11/1/2017,Fall,SLL,Selman Living Lab Cave,Male,Adult,Scrotal,2,43.7,14,2.09,7.15,0.05,6.12,Before,0,mean = 14.59; stdev = 0.026
MYVE132,Myotis velifer,MYVE,11/1/2017,Fall,SLL,Selman Living Lab Cave,Female,Adult,Non-reproducing,1,46.5,15.5,3.26,7.01,0.03,5.78,Before,0,mean = 14.59; stdev = 0.026
MYVE133,Myotis velifer,MYVE,11/1/2017,Fall,SLL,Selman Living Lab Cave,Male,Adult,Scrotal,1,45.2,14.3,2.62,6.63,0.03,5.35,Before,0,mean = 14.59; stdev = 0.026
MYVE134,Myotis velifer,MYVE,11/1/2017,Fall,SLL,Selman Living Lab Cave,Female,Adult,Non-reproducing,1,46.2,14.5,3.12,6.68,0.16,5.44,Before,0,mean = 14.59; stdev = 0.026
MYVE135,Myotis velifer,MYVE,11/1/2017,Fall,SLL,Selman Living Lab Cave,Female,Adult,Non-reproducing,1,47.1,16.4,3.96,7.64,0.07,7.21,Before,0,mean = 14.59; stdev = 0.026
MYVE136,Myotis velifer,MYVE,11/1/2017,Fall,SLL,Selman Living Lab Cave,Female,Adult,Non-reproducing,1,45.2,14.9,3.13,6.93,0.09,5.82,Before,0,mean = 14.59; stdev = 0.026
MYVE137,Myotis velifer,MYVE,11/1/2017,Fall,SLL,Selman Living Lab Cave,Female,Adult,Non-reproducing,1,46.2,16,3.3,7.37,0,6.03,Before,0,mean = 14.59; stdev = 0.026
MYVE139,Myotis velifer,MYVE,11/1/2017,Fall,SLL,Selman Living Lab Cave,Female,Adult,Non-reproducing,1,46.1,14.3,3.45,7.16,0.19,6.16,Before,0,mean = 14.59; stdev = 0.026
MYVE14,Myotis velifer,MYVE,2/25/2017,Winter,SLL,Selman Living Lab Cave,Female,Adult,Non-reproducing,1,45.6,12.3,1.51,3.83,0.18,3.3,Before,0,
MYVE140,Myotis velifer,MYVE,11/1/2017,Fall,SLL,Selman Living Lab Cave,Male,Adult,Scrotal,1,42.8,14.1,2.98,6.55,0,5.9,Before,0,mean = 14.59; stdev = 0.026
MYVE141,Myotis velifer,MYVE,11/1/2017,Fall,SLL,Selman Living Lab Cave,Female,Adult,Non-reproducing,1,46,14.6,3.06,6.81,0.02,6,Before,0,mean = 14.59; stdev = 0.026
MYVE142,Myotis velifer,MYVE,11/1/2017,Fall,SLL,Selman Living Lab Cave,Female,Adult,Non-reproducing,1,46,16.5,4.01,7.56,0.06,6.53,Before,0,mean = 14.59; stdev = 0.026
MYVE143,Myotis velifer,MYVE,11/1/2017,Fall,SLL,Selman Living Lab Cave,Male,Adult,Scrotal,1,46.9,15.5,2.73,7.85,0.04,6.43,Before,0,mean = 14.59; stdev = 0.026
MYVE144,Myotis velifer,MYVE,11/1/2017,Fall,SLL,Selman Living Lab Cave,Female,Adult,Non-reproducing,1,46.8,16,2.83,6.8,0.08,7.58,Before,0,mean = 14.59; stdev = 0.026
MYVE145,Myotis velifer,MYVE,11/1/2017,Fall,SLL,Selman Living Lab Cave,Female,Adult,Non-reproducing,1,46,16.5,4.02,7.54,0,6.35,Before,0,mean = 14.59; stdev = 0.026
MYVE146,Myotis velifer,MYVE,11/1/2017,Fall,SLL,Selman Living Lab Cave,Male,Adult,Scrotal,1,46.3,14.5,2.16,5.97,0,4.94,Before,0,mean = 14.59; stdev = 0.026
MYVE147,Myotis velifer,MYVE,11/1/2017,Fall,SLL,Selman Living Lab Cave,Female,Adult,Non-reproducing,1,47.3,17.1,3.75,4.24,0.23,4.79,Before,0,mean = 14.59; stdev = 0.026
MYVE148,Myotis velifer,MYVE,11/1/2017,Fall,SLL,Selman Living Lab Cave,Female,Adult,Non-reproducing,1,46.8,16.1,3.54,6.22,0.03,5.04,Before,0,mean = 14.59; stdev = 0.026
MYVE149,Myotis velifer,MYVE,11/1/2017,Fall,SLL,Selman Living Lab Cave,Female,Adult,Non-reproducing,2,44.5,14.7,2.48,3.25,0.08,4.88,Before,0,mean = 14.59; stdev = 0.026
MYVE15,Myotis velifer,MYVE,2/25/2017,Winter,SLL,Selman Living Lab Cave,Male,Adult,Non-reproducing,1,44.6,11.3,1.36,5.11,0.06,4.73,Before,0,
MYVE150,Myotis velifer,MYVE,11/1/2017,Fall,SLL,Selman Living Lab Cave,Female,Adult,Non-reproducing,1,46.4,16.1,3.29,4.26,0.05,3.62,Before,0,mean = 14.59; stdev = 0.026
MYVE151,Myotis velifer,MYVE,11/1/2017,Fall,SLL,Selman Living Lab Cave,Female,Adult,Non-reproducing,1,44.6,14.5,2.88,4.02,0.07,3.2,Before,0,mean = 14.59; stdev = 0.026
MYVE152,Myotis velifer,MYVE,11/1/2017,Fall,SLL,Selman Living Lab Cave,Female,Adult,Non-reproducing,1,43.4,14,2.3,3.24,0.03,3.26,Before,0,mean = 14.59; stdev = 0.026
MYVE153,Myotis velifer,MYVE,11/1/2017,Fall,SLL,Selman Living Lab Cave,Male,Adult,Scrotal,1,45.5,12.8,0.87,2.4,0.04,2.06,Before,0,mean = 14.59; stdev = 0.026
MYVE153,Myotis velifer,MYVE,11/1/2017,Fall,SLL,Selman Living Lab Cave,Male,Adult,Scrotal,1,45.5,12.8,0.95,2.22,0.08,2.17,Before,0,mean = 14.59; stdev = 0.026
MYVE154,Myotis velifer,MYVE,11/3/2017,Fall,SLL,Selman Living Lab Cave,Female,Adult,Non-reproducing,1,46.1,15.3,3.21,8.02,0.03,6.96,Before,0,mean = 14.59; stdev = 0.028
MYVE155,Myotis velifer,MYVE,11/3/2017,Fall,SLL,Selman Living Lab Cave,Female,Adult,Non-reproducing,1,47,15.1,2.95,7.48,0.03,6.31,Before,0,mean = 14.59; stdev = 0.028
MYVE156,Myotis velifer,MYVE,11/3/2017,Fall,SLL,Selman Living Lab Cave,Female,Adult,Non-reproducing,1,45.1,15.1,3.24,6.86,0.08,6.07,Before,0,mean = 14.59; stdev = 0.028
MYVE157,Myotis velifer,MYVE,11/3/2017,Fall,SLL,Selman Living Lab Cave,Female,Adult,Non-reproducing,1,44.8,15.8,3.36,7.79,0.01,6.58,Before,0,mean = 14.59; stdev = 0.028
MYVE158,Myotis velifer,MYVE,11/3/2017,Fall,SLL,Selman Living Lab Cave,Male,Adult,Scrotal,1,44.3,14.1,2.68,6.55,0,5.48,Before,0,mean = 14.59; stdev = 0.028
MYVE159,Myotis velifer,MYVE,11/3/2017,Fall,SLL,Selman Living Lab Cave,Male,Adult,Scrotal,1,44.3,14.2,2.62,6.16,0.09,5.29,Before,0,mean = 14.59; stdev = 0.028
MYVE16,Myotis velifer,MYVE,2/25/2017,Winter,SLL,Selman Living Lab Cave,Female,Adult,Non-reproducing,1,46,11.6,1.22,5.38,0.16,4.25,Before,0,
MYVE160,Myotis velifer,MYVE,11/3/2017,Fall,SLL,Selman Living Lab Cave,Male,Adult,Scrotal,1,43.3,13.8,2.77,7.3,0,6.37,Before,0,mean = 14.59; stdev = 0.028
MYVE161,Myotis velifer,MYVE,11/3/2017,Fall,SLL,Selman Living Lab Cave,Male,Adult,Scrotal,3,44.1,14.5,2.6,7.44,0.13,6.22,Before,0,mean = 14.59; stdev = 0.028
MYVE162,Myotis velifer,MYVE,11/3/2017,Fall,SLL,Selman Living Lab Cave,Female,Adult,Non-reproducing,1,45.2,14.9,2.9,7.55,0.02,6.31,Before,0,mean = 14.59; stdev = 0.028
MYVE163,Myotis velifer,MYVE,11/3/2017,Fall,SLL,Selman Living Lab Cave,Female,Adult,Non-reproducing,1,45.3,14.6,3,5.75,0.07,4.87,Before,0,mean = 14.59; stdev = 0.028
MYVE164,Myotis velifer,MYVE,11/3/2017,Fall,SLL,Selman Living Lab Cave,Male,Adult,Scrotal,1,44.4,14.4,2.97,6.35,0.04,5.32,Before,0,mean = 14.59; stdev = 0.028
MYVE165,Myotis velifer,MYVE,11/3/2017,Fall,SLL,Selman Living Lab Cave,Female,Adult,Non-reproducing,1,43.7,13,2.26,7.37,0,6.33,Before,0,mean = 14.59; stdev = 0.028
MYVE166,Myotis velifer,MYVE,11/3/2017,Fall,SLL,Selman Living Lab Cave,Male,Adult,Scrotal,1,46.5,14.6,2.33,2.16,0.03,2.29,Before,0,mean = 14.59; stdev = 0.028
MYVE167,Myotis velifer,MYVE,11/3/2017,Fall,SLL,Selman Living Lab Cave,Female,Adult,Non-reproducing,3,46.5,15.3,2.74,4.06,0.03,3.57,Before,0,mean = 14.59; stdev = 0.028
MYVE168,Myotis velifer,MYVE,11/3/2017,Fall,SLL,Selman Living Lab Cave,Female,Adult,Non-reproducing,1,46.7,13.9,1.77,4.21,0.06,2.27,Before,0,mean = 14.59; stdev = 0.028
MYVE169,Myotis velifer,MYVE,11/3/2017,Fall,SLL,Selman Living Lab Cave,Male,Adult,Scrotal,1,45.9,14,1.19,1.07,0.04,1.57,Before,0,mean = 14.59; stdev = 0.028
MYVE17,Myotis velifer,MYVE,2/25/2017,Winter,SLL,Selman Living Lab Cave,Female,Adult,Non-reproducing,1,46.2,12.5,2.01,5.49,0.12,5.05,Before,0,
MYVE170,Myotis velifer,MYVE,11/3/2017,Fall,SLL,Selman Living Lab Cave,Female,Adult,Non-reproducing,1,44.5,15,2.57,1.77,0,2.8,Before,0,mean = 14.59; stdev = 0.028
MYVE171,Myotis velifer,MYVE,11/3/2017,Fall,SLL,Selman Living Lab Cave,Female,Adult,Non-reproducing,1,47.3,17,2.95,3.95,0.07,3.43,Before,0,mean = 14.59; stdev = 0.028
MYVE172,Myotis velifer,MYVE,11/3/2017,Fall,SLL,Selman Living Lab Cave,Female,Adult,Non-reproducing,1,43.8,15.3,3.62,4.42,0.12,4.79,Before,0,mean = 14.59; stdev = 0.028
MYVE173,Myotis velifer,MYVE,11/3/2017,Fall,SLL,Selman Living Lab Cave,Male,Adult,Scrotal,1,45.6,13.9,1.85,2.57,0.03,2.69,Before,0,mean = 14.59; stdev = 0.028
MYVE174,Myotis velifer,MYVE,11/3/2017,Fall,SLL,Selman Living Lab Cave,Female,Adult,Non-reproducing,1,44,14.2,2.45,5.3,0.04,4.52,Before,0,mean = 14.59; stdev = 0.028
MYVE175,Myotis velifer,MYVE,11/3/2017,Fall,SLL,Selman Living Lab Cave,Female,Adult,Non-reproducing,1,44.2,14.1,2.34,4.96,0.01,3.36,Before,0,mean = 14.59; stdev = 0.028
MYVE176,Myotis velifer,MYVE,11/3/2017,Fall,SLL,Selman Living Lab Cave,Male,Adult,Scrotal,1,46,18.6,3.14,5.83,0,5.18,Before,0,mean = 14.59; stdev = 0.028
MYVE177,Myotis velifer,MYVE,11/3/2017,Fall,SLL,Selman Living Lab Cave,Female,Adult,Non-reproducing,1,44.2,15.1,2.27,3.7,0.06,3.05,Before,0,mean = 14.59; stdev = 0.028
MYVE178,Myotis velifer,MYVE,11/3/2017,Fall,SLL,Selman Living Lab Cave,Male,Adult,Scrotal,1,43.6,13.5,2.33,4.35,0.12,3.63,Before,0,mean = 14.59; stdev = 0.028
MYVE179,Myotis velifer,MYVE,11/3/2017,Fall,SLL,Selman Living Lab Cave,Female,Adult,Non-reproducing,1,44.1,15.1,2.67,3.95,0.08,3.58,Before,0,mean = 14.59; stdev = 0.028
MYVE18,Myotis velifer,MYVE,2/25/2017,Winter,SLL,Selman Living Lab Cave,Female,Adult,Non-reproducing,2,45,12.1,1.58,5.41,0.12,5.15,Before,0,
MYVE180,Myotis velifer,MYVE,11/3/2017,Fall,SLL,Selman Living Lab Cave,Male,Adult,Scrotal,1,44.5,15.5,2.97,4.14,0,4.17,Before,0,mean = 14.59; stdev = 0.028
MYVE181,Myotis velifer,MYVE,11/3/2017,Fall,SLL,Selman Living Lab Cave,Female,Adult,Non-reproducing,1,45.1,13,1.91,4.04,0,2.6,Before,0,mean = 14.59; stdev = 0.028
MYVE182,Myotis velifer,MYVE,11/3/2017,Fall,SLL,Selman Living Lab Cave,Female,Adult,Non-reproducing,1,45.1,16,3.23,6.33,0.06,5.35,Before,0,mean = 14.59; stdev = 0.028
MYVE183,Myotis velifer,MYVE,11/3/2017,Fall,SLL,Selman Living Lab Cave,Male,Adult,Scrotal,1,46.4,15.5,3.65,7.81,0.04,6.2,Before,0,mean = 14.59; stdev = 0.028
MYVE184,Myotis velifer,MYVE,11/3/2017,Fall,SLL,Selman Living Lab Cave,Female,Adult,Non-reproducing,1,44.8,15.2,3.78,6.95,0.04,6.19,Before,0,mean = 14.59; stdev = 0.028
MYVE185,Myotis velifer,MYVE,11/3/2017,Fall,SLL,Selman Living Lab Cave,Male,Adult,Scrotal,1,45.5,13.3,2.51,7.12,0.04,6.04,Before,0,mean = 14.59; stdev = 0.028
MYVE186,Myotis velifer,MYVE,11/3/2017,Fall,SLL,Selman Living Lab Cave,Female,Adult,Non-reproducing,1,45.3,14.5,3.32,7.14,0.09,6.07,Before,0,mean = 14.59; stdev = 0.028
MYVE187,Myotis velifer,MYVE,11/3/2017,Fall,SLL,Selman Living Lab Cave,Male,Adult,Scrotal,1,47,15,2.83,7.08,0,5.97,Before,0,mean = 14.59; stdev = 0.028
MYVE188,Myotis velifer,MYVE,11/3/2017,Fall,SLL,Selman Living Lab Cave,Female,Adult,Non-reproducing,1,46.5,15.8,3.01,7.88,0,7.33,Before,0,mean = 14.59; stdev = 0.028
MYVE189,Myotis velifer,MYVE,11/3/2017,Fall,SLL,Selman Living Lab Cave,Female,Adult,Non-reproducing,1,43.5,14.5,3.31,7.13,0.17,6.25,Before,0,mean = 14.59; stdev = 0.028
MYVE19,Myotis velifer,MYVE,2/25/2017,Winter,SLL,Selman Living Lab Cave,Female,Adult,Non-reproducing,1,45.9,11.8,1.02,6.8,0,6.48,Before,0,
MYVE190,Myotis velifer,MYVE,11/3/2017,Fall,SLL,Selman Living Lab Cave,Female,Adult,Non-reproducing,1,43.2,14.9,3.46,7.43,0,6.27,Before,0,mean = 14.59; stdev = 0.028
MYVE191,Myotis velifer,MYVE,11/3/2017,Fall,SLL,Selman Living Lab Cave,Male,Adult,Scrotal,1,45.7,14.3,2.27,4.72,0,3.78,Before,0,mean = 14.59; stdev = 0.028
MYVE192,Myotis velifer,MYVE,11/3/2017,Fall,SLL,Selman Living Lab Cave,Female,Adult,Non-reproducing,1,45.7,16.5,3.04,5.61,0.09,4.57,Before,0,mean = 14.59; stdev = 0.028
MYVE193,Myotis velifer,MYVE,11/3/2017,Fall,SLL,Selman Living Lab Cave,Female,Adult,Non-reproducing,1,47,15.7,3.7,7.47,0.06,6.31,Before,0,mean = 14.59; stdev = 0.028
MYVE194,Myotis velifer,MYVE,11/3/2017,Fall,SLL,Selman Living Lab Cave,Male,Adult,Scrotal,1,44,14.8,3.38,6.91,0,5.7,Before,0,mean = 14.59; stdev = 0.028
MYVE195,Myotis velifer,MYVE,11/3/2017,Fall,SLL,Selman Living Lab Cave,Female,Adult,Non-reproducing,1,45.5,15.3,3.37,5.45,0.03,4.55,Before,0,mean = 14.59; stdev = 0.028
